StyleNumber,ProductName,ImagePath,ImagePath2,ImagePath3,ProductDescription,MetalType,MetalColor,WholeSaleBasePrice,Gender,Categories,Collections,Weight,IsImageFromURL,PriceType
14KY7HB-P,7 mm wide High Bevel 14K Yellow Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/14KY/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N&engraving_new=D_FLYFISHING,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/14KY/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N&engraving_new=D_FLYFISHING,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/14KY/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N&engraving_new=D_FLYFISHING,7 mm wide High Bevel 14K Yellow Gold band.,14K Gold,Yellow,1037,Unisex,Men's Wedding Rings,Wedding Band,11.521,1,2
Z8F23DOCE/TANTALUM/MGA,8 mm wide/Flat/Zirconium band with two 3 mm Double Off Center Edge inlays of Tantalum.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/TANTALUM/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N_MGA-CER-BLACK&grooves=12-N_Z_POLISH&sleeve=Z,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/TANTALUM/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N_MGA-CER-BLACK&grooves=12-N_Z_POLISH&sleeve=Z,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/TANTALUM/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N_MGA-CER-BLACK&grooves=12-N_Z_POLISH&sleeve=Z,8 mm wide/Flat/Zirconium band with two 3 mm Double Off Center Edge inlays of Tantalum.,Zirconium,Zirconium,421,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
TA7F23DOCE/ZIRCONIUM,7 mm wide/Flat/Tantalum band with two 3 mm Double Off Center Edge inlays of Zirconium.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/ZIRCONIUM/images/1?ring_finish=BEAD&finish_type=F&size=10&feature_group=G%2CN&groove_group=11-N&grooves=11-N_TA_POLISH&sleeve=TA,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/ZIRCONIUM/images/2?ring_finish=BEAD&finish_type=F&size=10&feature_group=G%2CN&groove_group=11-N&grooves=11-N_TA_POLISH&sleeve=TA,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/ZIRCONIUM/images/3?ring_finish=BEAD&finish_type=F&size=10&feature_group=G%2CN&groove_group=11-N&grooves=11-N_TA_POLISH&sleeve=TA,7 mm wide/Flat/Tantalum band with two 3 mm Double Off Center Edge inlays of Zirconium.,Tantalum,Tantalum,379,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
14KW9HBBLKDIA4ROWHALFETERNITY.015BEAD-P,9 mm wide/High Bevel/14K White Gold band with a 4 Row Half Eternity arrangement of .015 carat Round Black Diamond stones in a Bead Channel setting.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/9/ring_materials/14KW/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=4ROWHALFETERNITY-N_ROUND_BLKDIA_.015_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/9/ring_materials/14KW/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=4ROWHALFETERNITY-N_ROUND_BLKDIA_.015_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/9/ring_materials/14KW/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=4ROWHALFETERNITY-N_ROUND_BLKDIA_.015_BEADCH,9 mm wide/High Bevel/14K White Gold band with a 4 Row Half Eternity arrangement of .015 carat Round Black Diamond stones in a Bead Channel setting.,14K Gold,White,2039,Unisex,Men's Wedding Rings,Wedding Band,14.956,1,2
TA6F14OCE/SS/MGA,6 mm wide/Flat/Tantalum band with one 4 mm Off Center Edge inlay of Palladium Silver.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/TA/images/1?ring_finish=BEAD&finish_type=F&size=10&feature_group=G%2CN&groove_group=14-OCE_MGA-CER-BLACK&grooves=14-OCE_SS_POLISH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/TA/images/2?ring_finish=BEAD&finish_type=F&size=10&feature_group=G%2CN&groove_group=14-OCE_MGA-CER-BLACK&grooves=14-OCE_SS_POLISH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/TA/images/3?ring_finish=BEAD&finish_type=F&size=10&feature_group=G%2CN&groove_group=14-OCE_MGA-CER-BLACK&grooves=14-OCE_SS_POLISH,6 mm wide/Flat/Tantalum band with one 4 mm Off Center Edge inlay of Palladium Silver.,Tantalum,Tantalum,331,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
Z6D/LCVTWISTEDLEAF/A,6 mm wide/Domed/Zirconium band with a laser carved Twisted Leaf pattern.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/6/ring_materials/Z/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=M%2CN&machine_pattern=LCVTWISTEDLEAF_Z_COLOR_CER-BLACK,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/6/ring_materials/Z/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=M%2CN&machine_pattern=LCVTWISTEDLEAF_Z_COLOR_CER-BLACK,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/6/ring_materials/Z/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=M%2CN&machine_pattern=LCVTWISTEDLEAF_Z_COLOR_CER-BLACK,6 mm wide/Domed/Zirconium band with a laser carved Twisted Leaf pattern.,Zirconium,Zirconium,241,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
14KY6F15OCE/COBALT,6 mm wide/Flat/14K Yellow Gold band with one 5 mm Off Center Edge inlay of Cobalt Chrome.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/14KY/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=15-OCE&grooves=15-OCE_COBALT_SATIN,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/14KY/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=15-OCE&grooves=15-OCE_COBALT_SATIN,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/14KY/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=15-OCE&grooves=15-OCE_COBALT_SATIN,6 mm wide/Flat/14K Yellow Gold band with one 5 mm Off Center Edge inlay of Cobalt Chrome.,14K Gold,Yellow,978,Unisex,Men's Wedding Rings,Wedding Band,7.763,1,2
TA7HBETERNITYLABDIA.03CH,7 mm wide/High Bevel/Tantalum band with an Eternity arrangement of .03 carat Round Lab Grown Diamond stones in a Channel setting.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/TA/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=ETERNITY-N_ROUND_LABDIA_.03_CH,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/TA/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=ETERNITY-N_ROUND_LABDIA_.03_CH,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/TA/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=ETERNITY-N_ROUND_LABDIA_.03_CH,7 mm wide/High Bevel/Tantalum band with an Eternity arrangement of .03 carat Round Lab Grown Diamond stones in a Channel setting.,Tantalum,Tantalum,603,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
Z8B21EDGE(NS)/14KY,8 mm wide/Beveled/Zirconium band with two 1 mm Edge inlays of 14K Yellow Gold.,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/8/ring_materials/Z/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=21-EDGE&grooves=21-EDGE_14KY_POLISH,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/8/ring_materials/Z/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=21-EDGE&grooves=21-EDGE_14KY_POLISH,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/8/ring_materials/Z/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=21-EDGE&grooves=21-EDGE_14KY_POLISH,8 mm wide/Beveled/Zirconium band with two 1 mm Edge inlays of 14K Yellow Gold.,Zirconium,Zirconium,446,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
14KW8DSIDEBRAID/14KWDIA3ROWETERNITY.015BEAD,8 mm wide/Domed/14K White Gold band with  two 1 mm Sidebraid inlays of 14K White Gold and featuring a 3 Row Eternity arrangement of .015 carat Round Diamond stones in a Bead Channel setting,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/8/ring_materials/14KW/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CD&groove_group=21-SIDEBRAID&grooves=21-SIDEBRAID_14KW_POLISH&gemstones=%2C3ROWETERNITY-N_ROUND_DIA_.015_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/8/ring_materials/14KW/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CD&groove_group=21-SIDEBRAID&grooves=21-SIDEBRAID_14KW_POLISH&gemstones=%2C3ROWETERNITY-N_ROUND_DIA_.015_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/8/ring_materials/14KW/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CD&groove_group=21-SIDEBRAID&grooves=21-SIDEBRAID_14KW_POLISH&gemstones=%2C3ROWETERNITY-N_ROUND_DIA_.015_BEADCH,8 mm wide/Domed/14K White Gold band with  two 1 mm Sidebraid inlays of 14K White Gold and featuring a 3 Row Eternity arrangement of .015 carat Round Diamond stones in a Bead Channel setting,14K Gold,White,3681,Unisex,Men's Wedding Rings,Wedding Band,13.803,1,2
14KY8FSIDEETERNITYDIA.01BEADDIA2ROWETERNITY.015BEAD-P,8 mm wide/Flat/14K Yellow Gold band with a Side Eternity arrangement of .01 carat Round Diamond stones in a Bead Channel setting and featuring a a 2 Row Eternity arrangement of .015 carat Round Diamond stones in a Bead Channel setting,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/14KY/images/1?ring_finish=SATIN&finish_type=F&weight=P&size=10&feature_group=D%2CD&gemstones=SIDEETERNITY-N_ROUND_DIA_.01_BEADCH%2C2ROWETERNITY-N_ROUND_DIA_.015_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/14KY/images/2?ring_finish=SATIN&finish_type=F&weight=P&size=10&feature_group=D%2CD&gemstones=SIDEETERNITY-N_ROUND_DIA_.01_BEADCH%2C2ROWETERNITY-N_ROUND_DIA_.015_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/14KY/images/3?ring_finish=SATIN&finish_type=F&weight=P&size=10&feature_group=D%2CD&gemstones=SIDEETERNITY-N_ROUND_DIA_.01_BEADCH%2C2ROWETERNITY-N_ROUND_DIA_.015_BEADCH,8 mm wide/Flat/14K Yellow Gold band with a Side Eternity arrangement of .01 carat Round Diamond stones in a Bead Channel setting and featuring a a 2 Row Eternity arrangement of .015 carat Round Diamond stones in a Bead Channel setting,14K Gold,Yellow,4120,Unisex,Men's Wedding Rings,Wedding Band,13.51,1,2
14KW10HBBEVELETERNITYDIA.01BEADDIA3ROWETERNITY.03BEAD-P,10 mm wide/High Bevel/14K White Gold band with a Bevel Eternity arrangement of .01 carat Round Diamond stones in a Bead setting and featuring a a 3 Row Eternity arrangement of .03 carat Round Diamond stones in a Bead Channel setting,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/10/ring_materials/14KW/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CD&gemstones=BEVELETERNITY-N_ROUND_DIA_.01_BEAD%2C3ROWETERNITY-N_ROUND_DIA_.03_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/10/ring_materials/14KW/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CD&gemstones=BEVELETERNITY-N_ROUND_DIA_.01_BEAD%2C3ROWETERNITY-N_ROUND_DIA_.03_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/10/ring_materials/14KW/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CD&gemstones=BEVELETERNITY-N_ROUND_DIA_.01_BEAD%2C3ROWETERNITY-N_ROUND_DIA_.03_BEADCH,10 mm wide/High Bevel/14K White Gold band with a Bevel Eternity arrangement of .01 carat Round Diamond stones in a Bead setting and featuring a a 3 Row Eternity arrangement of .03 carat Round Diamond stones in a Bead Channel setting,14K Gold,White,5758,Unisex,Men's Wedding Rings,Wedding Band,16.71,1,2
CC6FBLKDIA9X.10CH,"6 mm wide/Flat/Cobalt Chrome band with an  arrangement of 9, .1 carat Round Black Diamond stones in a Channel setting.",https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/CC/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_BLKDIA_.1_CH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/CC/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_BLKDIA_.1_CH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/CC/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_BLKDIA_.1_CH,"6 mm wide/Flat/Cobalt Chrome band with an  arrangement of 9, .1 carat Round Black Diamond stones in a Channel setting.",Cobalt Chrome,Cobalt Chrome,541,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
14KY6FDIA9X.07CH-P,"6 mm wide/Flat/14K Yellow Gold band with an  arrangement of 9, .07 carat Round Diamond stones in a Channel setting.",https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/14KY/images/1?ring_finish=BEAD&finish_type=F&weight=P&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_DIA_.07_CH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/14KY/images/2?ring_finish=BEAD&finish_type=F&weight=P&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_DIA_.07_CH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/6/ring_materials/14KY/images/3?ring_finish=BEAD&finish_type=F&weight=P&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_DIA_.07_CH,"6 mm wide/Flat/14K Yellow Gold band with an  arrangement of 9, .07 carat Round Diamond stones in a Channel setting.",14K Gold,Yellow,1836,Unisex,Men's Wedding Rings,Wedding Band,9.75,1,2
14KY6BBLKDIA9X.05BEAD-P,"6 mm wide/Beveled/14K Yellow Gold band with an  arrangement of 9, .05 carat Round Black Diamond stones in a Bead Channel setting.",https://assets.lashbrookdesigns.com/rings/profiles/B/widths/6/ring_materials/14KY/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_BLKDIA_.05_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/B/widths/6/ring_materials/14KY/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_BLKDIA_.05_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/B/widths/6/ring_materials/14KY/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_BLKDIA_.05_BEADCH,"6 mm wide/Beveled/14K Yellow Gold band with an  arrangement of 9, .05 carat Round Black Diamond stones in a Bead Channel setting.",14K Gold,Yellow,1309,Unisex,Men's Wedding Rings,Wedding Band,10.448,1,2
CC7DGE21EDGE/14KYDIA9X.05CH,"7 mm wide/Domed Stepped Down Edges/Cobalt Chrome band with  two 1 mm Edge inlays of 14K Yellow Gold and featuring an  arrangement of 9, .05 carat Round Diamond stones in a Channel setting",https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/CC/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CD&groove_group=21-EDGE&grooves=21-EDGE_14KY_POLISH&gemstones=%2C9X-N_ROUND_DIA_.05_CH,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/CC/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CD&groove_group=21-EDGE&grooves=21-EDGE_14KY_POLISH&gemstones=%2C9X-N_ROUND_DIA_.05_CH,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/CC/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CD&groove_group=21-EDGE&grooves=21-EDGE_14KY_POLISH&gemstones=%2C9X-N_ROUND_DIA_.05_CH,"7 mm wide/Domed Stepped Down Edges/Cobalt Chrome band with  two 1 mm Edge inlays of 14K Yellow Gold and featuring an  arrangement of 9, .05 carat Round Diamond stones in a Channel setting",Cobalt Chrome,Cobalt Chrome,1149,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
CC7FGEDIA9X.10CH,"7 mm wide/Flat Grooved Edges/Cobalt Chrome band with an  arrangement of 9, .1 carat Round Diamond stones in a Channel setting.",https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/7/ring_materials/CC/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_DIA_.1_CH,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/7/ring_materials/CC/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_DIA_.1_CH,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/7/ring_materials/CC/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_DIA_.1_CH,"7 mm wide/Flat Grooved Edges/Cobalt Chrome band with an  arrangement of 9, .1 carat Round Diamond stones in a Channel setting.",Cobalt Chrome,Cobalt Chrome,1581,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
CC5DHALFETERNITYDIA.07CH,5 mm wide/Domed/Cobalt Chrome band with a Half Eternity arrangement of .07 carat Round Diamond stones in a Channel setting.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/5/ring_materials/CC/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=D%2CN&gemstones=HALFETERNITY-N_ROUND_DIA_.07_CH,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/5/ring_materials/CC/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=D%2CN&gemstones=HALFETERNITY-N_ROUND_DIA_.07_CH,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/5/ring_materials/CC/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=D%2CN&gemstones=HALFETERNITY-N_ROUND_DIA_.07_CH,5 mm wide/Domed/Cobalt Chrome band with a Half Eternity arrangement of .07 carat Round Diamond stones in a Channel setting.,Cobalt Chrome,Cobalt Chrome,1351,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
Z3FETERNITYBLKDIA.03BEAD,3 mm wide/Flat/Zirconium band with an Eternity arrangement of .03 carat Round Black Diamond stones in a Bead setting.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/3/ring_materials/Z/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=D%2CN&gemstones=ETERNITY-N_ROUND_BLKDIA_.03_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/3/ring_materials/Z/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=D%2CN&gemstones=ETERNITY-N_ROUND_BLKDIA_.03_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/3/ring_materials/Z/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=D%2CN&gemstones=ETERNITY-N_ROUND_BLKDIA_.03_BEAD,3 mm wide/Flat/Zirconium band with an Eternity arrangement of .03 carat Round Black Diamond stones in a Bead setting.,Zirconium,Zirconium,599,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
CC6FGEBLKDIA9X.03CH,"6 mm wide/Flat Grooved Edges/Cobalt Chrome band with an  arrangement of 9, .03 carat Round Black Diamond stones in a Channel setting.",https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/6/ring_materials/CC/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_BLKDIA_.03_CH,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/6/ring_materials/CC/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_BLKDIA_.03_CH,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/6/ring_materials/CC/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_BLKDIA_.03_CH,"6 mm wide/Flat Grooved Edges/Cobalt Chrome band with an  arrangement of 9, .03 carat Round Black Diamond stones in a Channel setting.",Cobalt Chrome,Cobalt Chrome,392,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
Z7DGEHALFETERNITYDIA.03BEAD,7 mm wide/Domed Stepped Down Edges/Zirconium band with a Half Eternity arrangement of .03 carat Round Diamond stones in a Bead setting.,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/Z/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=HALFETERNITY-N_ROUND_DIA_.03_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/Z/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=HALFETERNITY-N_ROUND_DIA_.03_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/Z/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CN&gemstones=HALFETERNITY-N_ROUND_DIA_.03_BEAD,7 mm wide/Domed Stepped Down Edges/Zirconium band with a Half Eternity arrangement of .03 carat Round Diamond stones in a Bead setting.,Zirconium,Zirconium,896,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
Z7FSIDEETERNITYBLKDIA.01BEAD,7 mm wide/Flat/Zirconium band with a Side Eternity arrangement of .01 carat Round Black Diamond stones in a Bead setting.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/Z/images/1?ring_finish=SATIN&finish_type=F&size=10&feature_group=D%2CN&gemstones=SIDEETERNITY-N_ROUND_BLKDIA_.01_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/Z/images/2?ring_finish=SATIN&finish_type=F&size=10&feature_group=D%2CN&gemstones=SIDEETERNITY-N_ROUND_BLKDIA_.01_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/Z/images/3?ring_finish=SATIN&finish_type=F&size=10&feature_group=D%2CN&gemstones=SIDEETERNITY-N_ROUND_BLKDIA_.01_BEAD,7 mm wide/Flat/Zirconium band with a Side Eternity arrangement of .01 carat Round Black Diamond stones in a Bead setting.,Zirconium,Zirconium,724,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
CC3D12/MOSAIC,3 mm wide/Domed/Cobalt Chrome band with one 2 mm Centered inlay of Turquoise.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/3/ring_materials/CC/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N&grooves=12-N_MOSAIC-TURQUOISE,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/3/ring_materials/CC/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N&grooves=12-N_MOSAIC-TURQUOISE,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/3/ring_materials/CC/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N&grooves=12-N_MOSAIC-TURQUOISE,3 mm wide/Domed/Cobalt Chrome band with one 2 mm Centered inlay of Turquoise.,Cobalt Chrome,Cobalt Chrome,282,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
Z3D11/14KR,3 mm wide/Domed/Zirconium band with one 1 mm Centered inlay of 14K Rose Gold.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/3/ring_materials/Z/images/1?ring_finish=SATIN&finish_type=F&size=10&feature_group=G%2CN&groove_group=11-N&grooves=11-N_14KR_POLISH,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/3/ring_materials/Z/images/2?ring_finish=SATIN&finish_type=F&size=10&feature_group=G%2CN&groove_group=11-N&grooves=11-N_14KR_POLISH,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/3/ring_materials/Z/images/3?ring_finish=SATIN&finish_type=F&size=10&feature_group=G%2CN&groove_group=11-N&grooves=11-N_14KR_POLISH,3 mm wide/Domed/Zirconium band with one 1 mm Centered inlay of 14K Rose Gold.,Zirconium,Zirconium,313,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
14KW3D-IS,3 mm wide Domed 14K White Gold band featuring a Crushed Orchid sleeve.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/3/ring_materials/14KW/images/1?ring_finish=POLISH&finish_type=F&weight=IS&size=10&feature_group=N&sleeve=CER-CRUSHEDORCHID,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/3/ring_materials/14KW/images/2?ring_finish=POLISH&finish_type=F&weight=IS&size=10&feature_group=N&sleeve=CER-CRUSHEDORCHID,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/3/ring_materials/14KW/images/3?ring_finish=POLISH&finish_type=F&weight=IS&size=10&feature_group=N&sleeve=CER-CRUSHEDORCHID,3 mm wide Domed 14K White Gold band featuring a Crushed Orchid sleeve.,14K Gold,White,455,Unisex,Men's Wedding Rings,Wedding Band,4.036,1,2
